,Username,Tweet,Category
142,waliidd62,"Je vois 2 chiens et une chienne  #Zemmour https://t.co/jYENNUQ1Vg",2
143,Fils_Pute,"Qu’un candidat comme Florian Philippot ne puisse se présenter aux présidentielles est un scandale. On voit comment fonctionne la démocratie en France. A côté de ça des Poutou ou Arthaud de l’extrême-gauche eux ont les 500 parrainages les doigts dans le nez.",0
144,PChaotique,"@tcabarrus Sauf si pecresse refuse de sucer ciotti",?
145,UContemplatif,"Oh punaise, Jérôme Pécresse a intérêt de surveiller sa femme! 😮
Valoche aurait donc un programme politique «puissant». Celui-là a tous les atouts pour faire un parfait baise-fesse. https://t.co/Tm9h4RlK1Q",2
146,therealedwarner,"@paul_denton Juste retour de bâton pour hidalgo . Elle avait qu à soutenir Hamon aux dernières élections au lieu de sucer Macron",2
147,Zorro87412191,"@you_bonjour Selon moi
#Macron va passer et nous baiser 5 ans de +
#Zemmour va créer un parti de droite dure (celle qui tripote les femmes) sur les cendres de ttes les droites actuelles.
Il ne gagnera pas, il vise 2027, il s'en tape des français.
Je n'exclus pas une guerre civile...",1
148,ijvlec,"@Max_Renault95 @VincentJEANBRUN @GuilhemCarayon @Pecresse_Team @MagriAnisse @ValRouffiac @ChVaillot @Theo_Michel75 @Weissirene @Jeunes_avec_VP @josephineandx Tu lui as baisé ses lèvres en feu ?",?
149,MounMir,"#hdpros2 ""Pécresse baisse, Zémour grimpe""
J'avais lu : Pécresse baise, Zemour la grimpe""",2
150,citizenrokband,"@mtwit75 En fait a bien l’écouter depuis tout ce temps je me rends compte qu’elle parle exactement comme une petasse ! On dirait presque une caricature des « marseillais » @#hidalconne @Anne_Hidalgo",2
151,SERRURIER5,"@victonach @My_gMB @Anne_Hidalgo @Paris @brigitte_kuster @SophieMette1 @ParisSacage @ChaRocher @datirachida @jb_olivier @GpeChangerParis @ValRouffiac @Florent__Rossi Une sacrée garce !",2
152,thierrycogne,"@BobLeCentriste @IfopOpinion Z étant redevenu le point central de ses adversaires , et bien sûr des médias , ça n'est pas étonnant . Le futur dépendra beaucoup de cela . Les médias peuvent le maintenir comme cela si Pécresse continue à lui sucer la roue",1
153,EdmondD06561791,"@AudreyPulvar loyale à  @Anne_Hidalgo mais aux biff en premier lieu. @partisocialiste 1,5%.
Pensez bien qu'elle va sucer tout ce qui est possible de l'être jusqu'à la fin de son mandat à @paris https://t.co/a9BIPbKj2v",2
154,moi_me__,"@mhll94 #Zemmour #Police #Pute #Presidentielle #Presidentielle2022  Par contre quand @ZemmourEric parle de l'islam et des musulmans en banlieue il se gêne pas pour répondre très vite comme dans cette vidéo à précisément 4 minutes 20 https://t.co/ISWS2vhoeD",1
155,ilkalouch,"@fxbellamy D’accord mais venez dans l’arène avec EZ.Le danger est mortel.
L’hydre islamiste progresse cm 1 traînée de poudre!
Les traîtres son puissants et ceux qui ne livrent bataille s complices.
Laissez Pecresse,Bertrand et autres girouettes dans leurs merdes!
la 🇫🇷 n’a nul besoin d’eux!",1
156,57Colonel,"@sarahdehak @AnasseKazib @n_arthaud Parce qu’il a traité une femme de pute blanche, parce qu’il tient des propos antisémites, parce qu’il passe son temps à dénoncer les blancs et les juifs de tous les maux. 
De toute façon le racialisme est raciste par essence car il oppose les personnes sur un critère racial.",0
157,Barango13,"Hidalgo vous etes une grosse petasse orgueilleuse. Tout sonne faux et creux chez vous. Vous ne depasserez pas les 1% et serez obligee de baisser la culotte pour renflouer les voies de vos pires adversaires. https://t.co/GsgQp56KOq",2
158,gyver_angus,"@renaudpila La question est: Hollande va-t-il apporter son soutient à Hidalgo, à Roussel, ou à Mélenchon?
Si c'est à Hidalgo, cela prouvera que la vieillesse est un naufrage
Si c'est à Roussel, c'est qu'il espère revenir
Si c'est à Mélenchon, c'est le baiser de Judas
On va bien rigoler 🍿🍿",0
159,ColloniaAgripi,"Qu’est-ce que cet homme exceptionnel fait encore avec une pêtasse comme Pecresse ! Sa place est chez Reconquête ! https://t.co/0gihDlZZvf",2
160,gustave213,"@J_Villumsen @vpecresse @Herve_Morin toi, t'as envie de baiser !!! mdr #Pecresse #PecresseNaufrage #morin #Presidentielle2022",2
161,Wolfinho76,"@GerardCocon08 @UsulduFutur @edwyplenel @RoyalSegolene @JLMelenchon Sachant qu'il y a quelques jours elle se disait prête à soutenir Pécresse, ça sent plutôt le baiser de la mort, la déclaration de Ségolène...",0
162,henrim112,"@EricKlein_ Y a 20 ans @Anne_Hidalgo serait passé pour une poufiasse mais de nos jours elle passe juste pour une incompétente.",2
163,gwen_nicolas17,"@TPMP Après Hollande et Idalgo c'est au tour de Taubira de se faire clasher tout les soirs. Si un de ces 3 avait déclaré qu'il aimait cet inculte hystérique, il balancerait des compliments à la pelle.",2
164,laughs_song,"Je trouve que Anne Hidalgo a tres bien répondu à Hanouna alors qu’ils l’ont tous defonçés et vous allez voir si elle boit un café avec Hanouna vous allez voir que les autres chroniqueurs vont lui sucer le fion. #TPMP",0
165,Petasse_Wsh,"Chez les LR ils croient au vote caché qui les ferait accéder au second tour? 🧐 🤔Quant à Hidalgo si elle continue à creuser comme ça elle va se trouver aux abysses. 🧐 https://t.co/dtql40FdSI",0
166,Jade26Monse,"Après avoir soutenu Pécresse, Voilà que Royal adoube JLM. Le baiser de la mort.",0
167,Thalyn_,"@Fabien_Roussel Han #Roussel! ""C'est misogyne"" dirons les indignés du jour prêts à tout pour le buzz^^.

Ségolène #Royale s'est encore fait baiser. Oups!
Après avoir quémandé au Macron, PS, Montebourg, Taubira pour rien elle tente la #LFI mais (Dans l'cul l'ministère):
https://t.co/mhcjN4ES3i https://t.co/Es1PlJmsUM",2
168,swil95,"@LChaffouin @Anne_Hidalgo @VaeVix Le second baiser de la mort pour melenchon",0
169,bffrance1,"@KonbiniFr Je me fais traiter tous les jours de sale pute de blanche, #JoeyStar appelle à shooter #Zemmour, et l’autre pleure parce qu’il a entendu une fois dire Mamadou…",1
170,EmileTemps,"@Le_Figaro Le baiser de la mort.  Je préfère roussel soutenu par pecresse ou Morano. C’est quand même mieux.",0
171,Hdispater,"@RoyalSegolene Il y a deux jours vous disiez pouvoir soutenir Pecresse car « c’est une femme républicaine », aujourd’hui c’est pour Jean Luc Castro. Votre soutien équivaut au baiser de Judas, continuez à les dispenser.",0
172,KouatchouCedric,"@patrickmennucci @RoyalSegolene @Anne_Hidalgo Abandonné par @fhollande ensuite segolene royale et dans votre parti de carrieristes il ne vous reste plus qu à sucer à fond sur les fakenews pour gagner en crédibilité que vous n avez pas. Un incompétent de première",1
173,Fernand82000,"@MARCLANDES40 @Scorpios691 @vpecresse L'amicale laïque de Trie-sur-Baïse est heureuse d'annoncer pour l'ouverture du concours annuel du cri du cochon : le spectacle de Valérie Pécresse !
Salle B de la maison des associations (1er étage, gauche)
Entrée gratuite",1
174,perrin_nini,"@RachidTemal @Anne_Hidalgo Gauche caviar macronisé. Tu joues pour macron en étant persuadé qu'il se retrouvera face à Zemmour. Méfie toi Rachid que Zemmour Bolloré baise pas ton macron. En ce cas tu seras le prochain.Les collabos perdent toujours.Tu veux le mal pour le peuple, attention à l'effet boomerang",1
175,spaceRookinator,"Le véritable visage de #Garrido et #Corbiere qui agressent verbalement @stanislasrig en l’insultant de « connard » et en l’enjoignant d’aller retourner « sucer la bite d’Éric #Zemmour »

N’est-ce pas eux qui fustigeaient le doigt d’honneur de #Zemmour ? 🤡
https://t.co/fGSKprto5r",1
176,Zakaria84819211,"Je voudrais juste dire une chose tous ceux qui ont été du côté de #Zemmour se sont fait baiser en réalité par #Bolloré pendant la période de la pandémie vous vous êtes fait laver le cerveau par un discours de haine et de manipulation médiatique exceptionnelle https://t.co/Rbct4DAtRB",1
177,jeboisdeleau_,"pecresse est ridicule lors de ces discours en plus de dire des absurdités sa façon de causer me donne pas envie de l'écouter c'te grognasse la",2
178,benoit_meunier,"@patrickmennucci @RoyalSegolene @Anne_Hidalgo Encore un qui va finir en allant sucer Macron comme Dussopt",1
179,Cgr072,"@BilgerPhilippe @RoyalSegolene @Anne_Hidalgo @JLMelenchon Mdr c'est une blague sérieux ? Elle a raison de soutenir un bargeot hystérique qui n'a de propositions que l'aplatissement du pays avec des mesures démagogiques irréalisables ??",1
180,Benedicte1512,"De retour de la banquise, Miss Ping Ouin donne le coup de pied de l'âne à sa copine @Anne_Hidalgo, tacle magnifiquement la marquise des iles @ChTaubira, comme ancienne ministre de l'environnement elle ignore superbement @jadot et enfin donne le baiser de la mort à @JLMelenchon😂 https://t.co/vJmXnleTkb",0
181,TBe075,"Autant hanouna se fout de la gueule de hidalgo, par contre il aime bien sucer la teub de zemmour #tpmp",1
182,XVAN_Revient,"#HDPros2 Il a quoi comme formation le #Attal à part sucer le #PS puis #LaREM depuis tout bébé????",1
183,davidaknin69,"@jeromegodefroy @partisocialiste @Anne_Hidalgo On disait d’elle qu’elle était une sorcière mais c’est une traînée",2
184,scoste1979,"Le baiser de la mort
https://t.co/SUpGhz1jxh",0
185,lifamaka,"Il me fatigue ce #KarlOlive  il a quitté  #LR pour aller sucer du Macron pfiouu maintenant  on comprend  son acharnement  à défendre Macron",1
186,DCastermann,"@GilbertCollard Mme Hidalgo va sucer de l'argent pour Notre Dame de Paris pour le donner à des associations LGBT Pro migrants",1
187,RG7592,"Si le repris de justice Sarkozy soutient Valérie Pécresse, ce sera le baiser de la mort...",0
188,SoWhatThenNow,"@infofrance2 @radiolondres6 TOUS LES OPPOSANTS A MACRON, TU VA VOIR POULETTE DANS LES URNES QUE CA FAIT UN PAQUET D'IMMIGRES AINSI DEFINIS !
Mais quelle dinde farcie cette Pécresse !",2
189,FrenchRicain,"Entretien téléphonique Pdt #Trump et Eric #Zemmour

Les commentateurs gôchos sont en hyperventilation hystérique et hurlent comme des putois sur ABC, CBS et CNN ce soir😂

Donc,... le Don et le Z sont dans le vrai
🇺🇸🇫🇷 https://t.co/wSJoSxWVhF",1
190,America83460847,"@2022Elections @ChTaubira @ZemmourEric Il va pas débattre et perdre son temps avec une mauvaise second couteau #hystérique 😂 @ChTaubira qui n’est là que pour faire perdre la gauche, ce n’est pas son problème, qu’elle débatte avec @Anne_Hidalgo 🤣",2
191,GlenIzii,"MAIS DONNE LUI LES CLÉS DE LA MAIRIE GROGNASSE @Anne_Hidalgo https://t.co/4gWv6xRR5J",2
192,ThierryMillet75,"#Pecresse est sans doute en train de commencer à comprendre que son baiser à #Ciotti et la reprise de ses positions extrêmes (#GrandRemplacement, murs aux frontières,...) vont l'éliminer du 2nd tour

#PecresseDetresse #PecresseNaufrage #Pecresse2022 https://t.co/tfrREwxjQn",0
193,StaJma,"Et hop la garce de a s lapix se comporte avec V Pecresse (que je ne soutiens pas particulierement) comme vis a vis de E Zemmour . Si un gaucho se présente, plus de sourire en coin... une garce....",2
194,Bibifri49178612,"#hdpros2 #Zemmour  Demain soir vous avez invitez #GabrielAttal  Pour une grande opération langue de pute...  Je vais quand même regarder pour me marrer un peu 😃",2
195,Ghost_Sp0w,"1007 pour Hidalgo faut les baiser https://t.co/4FM8ucOslX",2
196,MonlyAdam,"@Simonchanceux @FrederickRouzes @n_arthaud ( En politique on appelle cela le baiser de la mort)",0
197,krole43284183,"@vpecresse @France2tv Valérie pécresse si vous baiser dans les sondages c'est que vous n'arriver pas a battre du point sur la table dans vos mitigne regardez les autres candidats quand il font un mitigne  sa déménage fort vous c'est trop môle vôtres discourt",0
198,AlexandreR1001,"Le baiser de la mort ? Zemmour dépassé Pecresse ! https://t.co/CPfszG84zj",0
199,InternetForDev,"@SebBerthoumieu @BFMTV Loin de moi l'idée de défendre la Sarkozyste Pecresse dont le partis a sucer le Sarkozyste Macron..

Le fait est que, dans un autre cas, la presse a majoritairement fermé les yeux sur la nullité des meetings de Macron:
https://t.co/Fy6NrDNTj1

https://t.co/iwMp5bQ3sB",1
200,Marauder865,"@F_Desouche Complètement hystérique @yjadot ! 
Pauvre type, raté en politique et jaloux de la réussite d' @ZemmourEric 🤨
#ilesttemps
#Zemmour #ZemmourPresident2022 https://t.co/q1bIkk77kF",1
201,FrancisOrny,"@F_Desouche @Reine_Margot2 Il continue ! Rousseau sort de ce corps...Quand je pense que Pecresse est traînée dans la boue parce qu elle a évoqué le grand remplacement. Lui il est ouvertement antisémite et raciste et ça passe crème !",0
202,cedricbo64,"@CNEWS @morandini_live J’ai un garage Hidalgo, à proximité de mon domicile. Je crois que je vais le boycotter, car je peux pas piffrer l’autre grognasse…#neuneu",2
203,Lemaitredidier1,"@ChauveauA Voter Pecresse c est se faire baiser",1
204,Freddy3307,"@n_arthaud Va sucer Zemmour connasse ! 🖕",2
205,CJouberto,"@BrunoRetailleau Quand le fond est bon, celui qui l’incarne ne peut être mauvais, il suffit qu’il ne se croit pas au théâtre et ne joue pas bobonne en meeting  politique!
Mon seul regret, c’est que vous n’ayez pas été à la place de Pécresse, le fond et la forme auraient été bien differents!",?
206,ouniounet,"@mompontet Qui se souvient du 1er meeting de Macron où hystérique, il hurlait tellement qu'on était gêné pour lui? Mais on n'en n'a pas fait des gorges-chaudes. Alors quand on critique Pécresse sur la forme, oui j'y vois la preuve d'une certaine misogynie en France.",0
207,vouvraymifasol,"@120_laDoz @AQuatennens @faureolivier Tout comme pecresse ne soutiendra pas le Pen... on en veut pas de ces extrémistes qui se rêvent en dictateur communiste. Bande de blaireau, il veut juste sucer l'argent des militants et de la France pour être encore plus riche à million et vs etes trop con pour vs en apercevoir",1
208,catBA19,"@Clem_Autain C'est notre quotidien moi traitée de ""persécutée""( étant déjà en dépression)c'est pire que pute qui ne veut rien dire",0
209,Feliciavamieu,"@Clem_Autain @JLMelenchon Heureusement personne n'imagine un hysterique instable comme Melenchon  au 2eme tour;  et encore moins avec les codes nucléaires a l'Élysée.",1
210,Xavier_Harmel,"@AlbaneGaillot @Clem_Autain Surtout victoire pour les hommes qui gagnent le droit de baiser sans considération des cycles féminins ! D'autant que le temps de la fécondation est celui du désir sexuel chez nos compagnes...",0
211,bon__koke,"@jprinceQ Mention spéciale à Schiappa la grognasse",2
212,louis_marteau,"@Clem_Autain Ça c’est vraiment une saloperie insoumise. En temps de guerre, tu serais traînée devant les tribunaux car tu insinues que le Président est seul comptable des nos morts. 
C’est d’une puanteur crasse et abjecte qui ne peut qu’inspirer un profond dégoût.",1
213,Petasse_Wsh,"Toujours se rappeler ce que disait Gisèle Halimi a dit sur  Segolène Royal et Élisabeth Guigou que Schiappa et cie défend ici parce que cet insignifiant de Julien Aubert a parlé de musée Grévin. Guigou s'en remettra hein. 😑 https://t.co/KOWpq3lGJj https://t.co/KAsM1lPASM",0
214,Joelinator1,"@Clem_Autain @JY_LeDrian T'as des prêtres et des profs qui se font égorger, des jeunes filles  violées et brûlées, des petits juifs massacrés par la racaille islamique juste à côté de chez elle, mais la conasse veut partir défendre les Ouïghours contre les méchants Chinois",1
215,en_b12,"Schiappa va chialer dans les cités et cirer les pompes de Darmanin avant d'aller écrire un roman érotique sur un mec de banlieue qui crie « vive la police » quand il baise une flic. https://t.co/1pFtKjyaXq",?
216,Ledissident10,"@TotoBelOeil @Alain1703 @SbSpawn92 @katuadire @MauriceCazes @LucienXantus @FwC_LUFFY @Ledissident10 @Puicetout57 @MareuilFranck @tomasi18214374 @Zhool666 @whitedolphin289 @50nuances2doses @ZerthAdonaR @ElieCoh52517954 @Manudyts @GarsonPhilippe @Moulagauff1 Souvenez-vous de l’humiliation de @danielriolo devant #Schiappa ! Sommé, telle une larve, de s’excuser à l’instar d’un #Ribéry au risque de se faire lourder comme une 💩. Voilà l’image du gauchiste hystérique, maintenant c’est un bon toutou macroniste https://t.co/eJrJogWprf",1
